id,category_id,detail,lat,lng,place,region
KCLANPO22N000003443,CT1,호수/저수지,34.95831312,127.0703393,동산제  ,전라남도
KCLANPO22N000003444,CT1,호수/저수지,36.5386396,126.9583998,만년저수지  ,충청남도
KCLANPO22N000003445,CT1,호수/저수지,36.03600159,127.6497577,응골소류지  ,전라북도
KCLANPO22N000003446,CT1,호수/저수지,35.02154293,127.0030926,대암소류지  ,전라남도
KCLANPO22N000003447,CT1,호수/저수지,35.22660857,128.3233907,큰어석못  ,경상남도
KCLANPO22N000003448,CT1,호수/저수지,34.90574513,128.1236538,점담소류지  ,경상남도
KCLANPO22N000003449,CT1,호수/저수지,34.9777963,126.1544456,대초저수지  ,전라남도
KCLANPO22N000003450,CT1,호수/저수지,35.65724386,126.9740109,일리저수지  ,전라북도
KCLANPO22N000003451,CT1,호수/저수지,36.31331762,126.7686018,마전못  ,충청남도
KCLANPO22N000003452,CT1,호수/저수지,35.29511286,128.2010824,문주곡상소류지  ,경상남도
KCLANPO22N000003453,CT1,호수/저수지,36.91394598,126.7479867,전대저수지  ,충청남도
KCLANPO22N000003454,CT1,호수/저수지,34.90316714,128.3794214,덕치소류지  ,경상남도
KCLANPO22N000003455,CT1,호수/저수지,35.31328158,128.912725,전골소류지  ,경상남도
KCLANPO22N000003456,CT1,호수/저수지,35.86473846,129.1784092,황서방골못  ,경상북도
KCLANPO22N000003457,CT1,호수/저수지,35.3243397,128.6580905,석산소류지  ,경상남도
KCLANPO22N000003458,CT1,호수/저수지,35.24970501,128.4660293,양촌소류지  ,경상남도
KCLANPO22N000003459,CT1,호수/저수지,34.88915411,127.8683952,선원소류지  ,경상남도
KCLANPO22N000003460,CT1,호수/저수지,35.29042444,127.1032643,설옥2호소류지  ,전라남도
KCLANPO22N000003461,CT1,호수/저수지,35.75964466,128.2302314,섬마소류지  ,경상북도
KCLANPO22N000003462,CT1,호수/저수지,35.47427591,127.0208009,양신제  ,전라북도
KCLANPO22N000003463,CT1,호수/저수지,34.54991117,126.3963564,소류지  ,전라남도
KCLANPO22N000003464,CT1,호수/저수지,37.32462799,127.0275619,하광교소류지  ,경기도
KCLANPO22N000003465,CT1,호수/저수지,36.62635018,127.2286955,소류지  ,세종특별자치시
KCLANPO22N000003466,CT1,호수/저수지,35.23721094,128.5377802,두척소류지  ,경상남도
KCLANPO22N000003467,CT1,호수/저수지,35.77871701,128.3435519,월산소류지  ,경상북도
KCLANPO22N000003468,CT1,호수/저수지,36.03652577,127.9985645,남방골못  ,경상북도
KCLANPO22N000003469,CT1,호수/저수지,35.39646991,129.1713626,남낙소류지  ,경상남도
KCLANPO22N000003470,CT1,호수/저수지,36.51720569,128.7886614,신평못  ,경상북도
KCLANPO22N000003471,CT1,호수/저수지,35.73647097,129.2839221,북토소류지  ,경상북도
KCLANPO22N000003472,CT1,호수/저수지,34.57853721,127.3255528,연못  ,전라남도
KCLANPO22N000003473,CT1,호수/저수지,36.71695514,128.5517803,어등못  ,경상북도
KCLANPO22N000003474,CT1,호수/저수지,37.30603959,127.9251869,터둔소류지  ,강원도
KCLANPO22N000003475,CT1,호수/저수지,36.95682572,127.8434785,부연저수지  ,충청북도
KCLANPO22N000003476,CT1,호수/저수지,34.81440732,128.6003419,터골소류지  ,경상남도
KCLANPO22N000003477,CT1,호수/저수지,35.98862884,128.9028931,택골안못  ,경상북도
KCLANPO22N000003478,CT1,호수/저수지,34.93665487,128.3606039,원동지  ,경상남도
KCLANPO22N000003479,CT1,호수/저수지,37.93275986,127.6493179,신매저수지  ,강원도
KCLANPO22N000003480,CT1,호수/저수지,36.39761232,129.1065514,신못  ,경상북도
KCLANPO22N000003481,CT1,호수/저수지,35.47778527,128.1501649,웃골소류지  ,경상남도
KCLANPO22N000003482,CT1,호수/저수지,35.94137983,129.2071106,웃갈뫼못  ,경상북도
KCLANPO22N000003483,CT1,호수/저수지,35.34073973,128.4538029,평림소류지  ,경상남도
KCLANPO22N000003484,CT1,호수/저수지,35.15339503,128.4450734,금산소류지  ,경상남도
KCLANPO22N000003485,CT1,호수/저수지,35.52002549,129.1337002,비석골소류지  ,울산광역시
KCLANPO22N000003486,CT1,호수/저수지,36.41561217,128.6142867,토곡지  ,경상북도
KCLANPO22N000003487,CT1,호수/저수지,36.09331181,127.196274,우항소류지  ,충청남도
KCLANPO22N000003488,CT1,호수/저수지,35.28276508,127.2093955,흑석저수지  ,전라남도
KCLANPO22N000003489,CT1,호수/저수지,34.5838851,126.7139307,귀라제  ,전라남도
KCLANPO22N000003490,CT1,호수/저수지,35.65137427,127.8298038,귀곡소류지  ,경상남도
KCLANPO22N000003491,CT1,호수/저수지,35.70688492,129.2089565,앞골못  ,울산광역시
KCLANPO22N000003492,CT1,호수/저수지,35.43123973,127.8553089,사지봉못  ,경상남도
KCLANPO22N000003493,CT1,호수/저수지,35.50743727,129.0937083,하방저수지  ,울산광역시
KCLANPO22N000003494,CT1,호수/저수지,35.00090293,127.8401053,하삼천소류지  ,경상남도
KCLANPO22N000003495,CT1,호수/저수지,35.34109153,127.1072001,산수소류지  ,전라북도
KCLANPO22N000003496,CT1,호수/저수지,37.11133494,127.7114499,구라우소류지  ,충청북도
KCLANPO22N000003497,CT1,호수/저수지,34.90413496,126.0651054,송산저수지  ,전라남도
KCLANPO22N000003498,CT1,호수/저수지,35.76286691,129.2925553,상보지  ,경상북도
KCLANPO22N000003499,CT1,호수/저수지,36.51502459,127.4359207,우록제2소류지  ,충청북도
KCLANPO22N000003500,CT1,호수/저수지,37.63712679,127.302966,광암저수지  ,경기도
KCLANPO22N000003501,CT1,호수/저수지,37.02931092,127.0629723,장대저수지  ,경기도
KCLANPO22N000003502,CT1,호수/저수지,35.52010784,129.4267949,명덕제1저수지  ,울산광역시
KCLANPO22N000003503,CT1,호수/저수지,36.18253249,129.2624342,마북저수지  ,경상북도
KCLANPO22N000003504,CT1,호수/저수지,36.03912873,129.3296928,재골못  ,경상북도
KCLANPO22N000003505,CT1,호수/저수지,35.01387888,127.0255669,자포저수지  ,전라남도
KCLANPO22N000003506,CT1,호수/저수지,34.95660866,128.1238569,목곡저수지  ,경상남도
KCLANPO22N000003507,CT1,호수/저수지,37.4432831,127.0275641,주암소류지  ,경기도
KCLANPO22N000003508,CT1,호수/저수지,36.47258541,126.8324765,돌골저수지  ,충청남도
KCLANPO22N000003509,CT1,호수/저수지,37.14507226,127.2350738,저수지  ,경기도
KCLANPO22N000003510,CT1,호수/저수지,35.30187361,129.2364401,원당못  ,부산광역시
KCLANPO22N000003511,CT1,호수/저수지,35.8025063,127.6467551,양악호  ,전라북도
KCLANPO22N000003512,CT1,호수/저수지,35.52680714,128.7303659,화산소류지  ,경상남도
KCLANPO22N000003513,CT1,호수/저수지,35.26243684,128.7758232,개동제2저수지  ,경상남도
KCLANPO22N000003514,CT1,호수/저수지,35.27820419,128.0360077,홍지소류지  ,경상남도
KCLANPO22N000003515,CT1,호수/저수지,36.68214539,128.0974005,서뒤못  ,경상북도
KCLANPO22N000003516,CT1,호수/저수지,36.23826884,129.320377,홍곡소류지  ,경상북도
KCLANPO22N000003517,CT1,호수/저수지,36.30183314,129.0371141,서넘골못  ,경상북도
KCLANPO22N000003518,CT1,호수/저수지,35.97967801,128.8583351,가라실못  ,경상북도
KCLANPO22N000003519,CT1,호수/저수지,37.2422517,127.7687076,가래울소류지  ,강원도
KCLANPO22N000003520,CT1,호수/저수지,36.80802546,126.3408869,솔감저수지  ,충청남도
KCLANPO22N000003521,CT1,호수/저수지,37.12954277,127.2164041,요산저수지  ,경기도
KCLANPO22N000003522,CT1,호수/저수지,35.11024888,128.4167655,곡안소류지  ,경상남도
KCLANPO22N000003523,CT1,호수/저수지,36.02669412,129.0480802,곤장골못  ,경상북도
KCLANPO22N000003524,CT1,호수/저수지,36.04885658,128.6585422,한보저수지  ,경상북도
KCLANPO22N000003525,CT1,호수/저수지,34.90909374,128.1835279,신기소류지  ,경상남도
KCLANPO22N000003526,CT1,호수/저수지,35.37206502,127.9173524,신기소류지  ,경상남도
KCLANPO22N000003527,CT1,호수/저수지,35.19425632,127.1766865,송단저수지  ,전라남도
KCLANPO22N000003528,CT1,호수/저수지,35.46081342,128.4910348,삼신소류지  ,경상남도
KCLANPO22N000003529,CT1,호수/저수지,35.42470164,127.6661405,큰재소류지  ,경상남도
KCLANPO22N000003530,CT1,호수/저수지,35.1127409,128.3304861,나동소류지  ,경상남도
KCLANPO22N000003531,CT1,호수/저수지,36.27523344,129.3237613,회동저수지  ,경상북도
KCLANPO22N000003532,CT1,호수/저수지,36.1650405,128.2751686,대법지  ,경상북도
KCLANPO22N000003533,CT1,호수/저수지,35.54451981,129.1332295,상수저수지  ,울산광역시
KCLANPO22N000003534,CT1,호수/저수지,35.51059683,128.2203965,상촌소류지  ,경상남도
KCLANPO22N000003535,CT1,호수/저수지,36.61092474,128.5632016,새골못  ,경상북도
KCLANPO22N000003536,CT1,호수/저수지,35.58046876,127.7741457,거평소류지  ,경상남도
KCLANPO22N000003537,CT1,호수/저수지,35.62651873,127.252754,현곡제2저수지  ,전라북도
KCLANPO22N000003538,CT1,호수/저수지,34.46528206,127.3083903,개린개1저수지  ,전라남도
KCLANPO22N000003539,CT1,호수/저수지,34.32279838,126.6719986,대신저수지  ,전라남도
KCLANPO22N000003540,CT1,호수/저수지,34.99514171,126.8050565,아성제  ,전라남도
KCLANPO22N000003541,CT1,호수/저수지,35.36288544,127.2356117,강석소류지  ,전라북도
KCLANPO22N000003542,CT1,호수/저수지,35.78409612,127.9899711,옥산소류지  ,경상남도
KCLANPO22N000003543,CT1,호수/저수지,35.65253056,129.2308406,새밭못  ,울산광역시
KCLANPO22N000003544,CT1,호수/저수지,36.34335324,128.9826559,감포못  ,경상북도
KCLANPO22N000003545,CT1,호수/저수지,35.39394443,128.3887685,오천소류지  ,경상남도
KCLANPO22N000003546,CT1,호수/저수지,36.94709108,128.7495493,갈비골못  ,경상북도
KCLANPO22N000003547,CT1,호수/저수지,36.17367919,129.3674114,세정저수지  ,경상북도
KCLANPO22N000003548,CT1,호수/저수지,35.24957036,128.4015318,도읍내동소류지  ,경상남도
KCLANPO22N000003549,CT1,호수/저수지,35.58250674,129.1402531,샘골못  ,울산광역시
KCLANPO22N000003550,CT1,호수/저수지,35.72902682,128.310031,내동저수지  ,경상북도
KCLANPO22N000003551,CT1,호수/저수지,34.92113074,127.0951725,방동산저수지  ,전라남도
KCLANPO22N000003552,CT1,호수/저수지,36.80942372,126.1733251,만리저수지  ,충청남도
KCLANPO22N000003553,CT1,호수/저수지,36.65586238,126.6188439,수덕저수지  ,충청남도
KCLANPO22N000003554,CT1,호수/저수지,34.91164919,126.7722312,만봉저수지  ,전라남도
KCLANPO22N000003555,CT1,호수/저수지,35.14087369,128.0801454,율곡소류지  ,경상남도
KCLANPO22N000003556,CT1,호수/저수지,35.40175364,127.8772297,뒷들소류지  ,경상남도
KCLANPO22N000003557,CT1,호수/저수지,35.77886949,129.3083924,뒷들못  ,경상북도
KCLANPO22N000003558,CT1,호수/저수지,35.53075286,129.2562102,범골못  ,울산광역시
KCLANPO22N000003559,CT1,호수/저수지,37.1637643,127.8883263,법동소류지  ,강원도
KCLANPO22N000003560,CT1,호수/저수지,36.49434811,126.8569407,놋점미소류지  ,충청남도
KCLANPO22N000003561,CT1,호수/저수지,36.33071453,128.2205581,윗마못  ,경상북도
KCLANPO22N000003562,CT1,호수/저수지,35.20742824,127.0407968,윗동네저수지  ,전라남도
KCLANPO22N000003563,CT1,호수/저수지,35.89116953,128.96654,안골못  ,경상북도
KCLANPO22N000003564,CT1,호수/저수지,36.16776178,128.6356179,안골못  ,경상북도
KCLANPO22N000003565,CT1,호수/저수지,34.70163581,126.582859,노송저수지  ,전라남도
KCLANPO22N000003566,CT1,호수/저수지,34.700658,126.6804415,월평저수지  ,전라남도
KCLANPO22N000003567,CT1,호수/저수지,36.57268411,128.0782695,넌더리저수지  ,경상북도
KCLANPO22N000003568,CT1,호수/저수지,35.27352766,127.208848,만수소류지  ,전라남도
KCLANPO22N000003569,CT1,호수/저수지,36.22447856,129.3155531,내청저수지  ,경상북도
KCLANPO22N000003570,CT1,호수/저수지,35.84698017,128.9246537,신광제  ,경상북도
KCLANPO22N000003571,CT1,호수/저수지,35.10764102,126.7016203,신동제  ,전라남도
KCLANPO22N000003572,CT1,호수/저수지,38.08391439,128.6144037,방축말지  ,강원도
KCLANPO22N000003573,CT1,호수/저수지,35.30531757,126.5815421,남월제  ,전라북도
KCLANPO22N000003574,CT1,호수/저수지,34.69064884,127.266522,상예제  ,전라남도
KCLANPO22N000003575,CT1,호수/저수지,34.71199102,127.3639046,통세골저수지  ,전라남도
KCLANPO22N000003576,CT1,호수/저수지,34.67477929,127.6068103,안정제  ,전라남도
KCLANPO22N000003577,CT1,호수/저수지,34.71338029,127.7840276,하동제  ,전라남도
KCLANPO22N000003578,CT1,호수/저수지,35.39934733,126.5290055,신대제  ,전라북도
KCLANPO22N000003579,CT1,호수/저수지,34.81147833,126.9423489,화동제  ,전라남도
KCLANPO22N000003580,CT1,호수/저수지,34.83469377,127.0212035,진산저수지  ,전라남도
KCLANPO22N000003581,CT1,호수/저수지,34.81673893,127.0915962,제일춘정제  ,전라남도
KCLANPO22N000003582,CT1,호수/저수지,35.08553694,127.3148367,유치저수지  ,전라남도
KCLANPO22N000003583,CT1,호수/저수지,37.10192368,127.2590045,방고개지  ,경기도
KCLANPO22N000003584,CT1,호수/저수지,37.11230796,127.041598,안말방죽  ,경기도
KCLANPO22N000003585,CT1,호수/저수지,36.9861941,128.7348825,두들저수지  ,경상북도
KCLANPO22N000003586,CT1,휴양림/수목원,37.1938836,128.1933769,용두산산림욕장  ,충청북도
KCLANPO22N000003587,CT1,휴양림/수목원,34.45378702,126.5962368,4EST수목원  ,전라남도
KCLANPO22N000003588,CT1,휴양림/수목원,35.7645885,127.040587,선암자연휴양림(2023년1월예정)  ,전라북도
KCLANPO22N000003589,CT1,휴양림/수목원,35.81939347,127.5332045,천반산휴양림  ,전라북도
KCLANPO22N000003590,CT1,휴양림/수목원,34.75290413,128.0223289,국립남해편백자연휴양림  ,경상남도
KCLANPO22N000003591,CT1,휴양림/수목원,36.23436736,127.4716977,상소동산림욕장  ,대전광역시
KCLANPO22N000003592,CT1,휴양림/수목원,37.88170811,127.3060304,운악산자연휴양림  ,경기도
KCLANPO22N000003593,CT1,휴양림/수목원,35.2611725,128.9102387,신어산산림욕장  ,경상남도
KCLANPO22N000003594,CT1,휴양림/수목원,36.03444089,128.4861128,황학산휴양림  ,경상북도
KCLANPO22N000003595,CT1,휴양림/수목원,38.14357821,128.0714698,광치자연휴양림  ,강원도
KCLANPO22N000003596,CT3,식물원,37.135396,127.4184855,까치식물원  ,경기도
KCLANPO22N000003597,CT3,식물원,33.35603984,126.2753304,제주성서식물원비블리아  ,제주특별자치도
KCLANPO22N000003598,CT3,식물원,37.38430012,126.9967122,영광식물원  ,경기도
KCLANPO22N000003599,CT3,식물원,37.09416268,127.4098196,한택식물원 동원,경기도
KCLANPO22N000003600,CT3,식물원,38.04992357,127.3043604,평강랜드  ,경기도
KCLANPO22N000003601,CT3,식물원,35.78948492,129.3863769,경주허브랜드  ,경상북도
KCLANPO22N000003602,CT3,식물원,33.38193686,126.8419971,일출랜드식물원  ,제주특별자치도
KCLANPO22N000003603,CT4,지역관광지,34.47875287,126.2685143,진도개라이프  ,전라남도
KCLANPO22N000003604,CT4,지역관광지,33.30933427,126.1651478,차귀도뉴파워보트  ,제주특별자치도
KCLANPO22N000003605,CT4,지역관광지,36.70369443,127.6531553,좌구산천문대  ,충청북도
KCLANPO22N000003606,CT4,지역관광지,35.59512369,128.3592748,선도지구  ,경상남도
KCLANPO22N000003607,CT4,지역관광지,33.31057812,126.5709255,한라산탐방로 돈내코코스,제주특별자치도
KCLANPO22N000003608,CT4,지역관광지,36.68037811,129.4648296,갓바위전망대  ,경상북도
KCLANPO22N000003609,CT4,지역관광지,37.15948404,126.6187922,제부도갯벌체험장  ,경기도
KCLANPO22N000003610,CT4,지역관광지,35.67421182,127.7772659,매바위와매산나소  ,경상남도
KCLANPO22N000003611,CT4,지역관광지,37.28897848,129.3190685,장호항산책로  ,강원도
KCLANPO22N000003612,CT4,지역관광지,36.22354432,127.5674858,보곡산골마을  ,충청남도
KCLANPO22N000003613,CT4,지역관광지,34.63918363,126.7735385,강진오감통  ,전라남도
KCLANPO22N000003614,CT4,지역관광지,37.46720139,127.533045,아델라한옥  ,경기도
KCLANPO22N000003615,CT4,지역관광지,35.82969928,127.1760623,전주한옥레일바이크  ,전라북도
KCLANPO22N000003616,CT4,지역관광지,37.51261726,127.8150525,횡성드림마운틴관광단지(2025년예정)  ,강원도
KCLANPO22N000003617,CT4,지역관광지,38.13791584,128.4658152,신선대  ,강원도
KCLANPO22N000003618,CT4,지역관광지,34.73783371,126.7129169,강진군안전교육종합체험관  ,전라남도
KCLANPO22N000003619,CT4,지역관광지,36.10620191,128.2987781,금오산케이블카종점  ,경상북도
KCLANPO22N000003620,CT4,지역관광지,36.89296317,127.2467983,골든힐카운트리조트관광단지(2025년1월예정)  ,충청남도
KCLANPO22N000003621,CT4,지역관광지,35.14917411,127.6805625,스타웨이하동  ,경상남도
KCLANPO22N000003622,CT4,지역관광지,37.55092364,126.8486956,서울단풍길 화곡로,서울특별시
KCLANPO22N000003623,CT4,지역관광지,37.57063478,126.8490805,서울단풍길 공암나루근린공원내산책로,서울특별시
KCLANPO22N000003624,CT4,지역관광지,36.6550592,127.187608,프란치스코교황로  ,세종특별자치시
KCLANPO22N000003625,CT4,지역관광지,36.6836897,126.1494413,신진도갯벌체험장  ,충청남도
KCLANPO22N000003626,CT4,지역관광지,34.6803142,127.2719713,고흥두원운석낙하지점  ,전라남도
KCLANPO22N000003627,CT4,지역관광지,37.73656989,126.5457916,김포평화누리길2코스  ,경기도
KCLANPO22N000003628,CT4,지역관광지,37.92136277,128.1324363,비밀의정원  ,강원도
KCLANPO22N000003629,CT4,지역관광지,36.00665792,127.0553885,액션하우스  ,전라북도
KCLANPO22N000003630,CT4,지역관광지,36.54381724,126.4662643,노을전망대  ,충청남도
KCLANPO22N000003631,CT4,지역관광지,37.17421773,126.6295293,제부승강장  ,경기도
KCLANPO22N000003632,CT4,지역관광지,34.75800892,127.7166953,남파랑길54코스 여수종합버스터미널,전라남도
KCLANPO22N000003633,CT4,지역관광지,36.00809878,126.6937403,서해랑길55코스 장항도선장입구,충청남도
KCLANPO22N000003634,CT4,지역관광지,34.8084815,127.8344101,남파랑길44코스 남해스포츠파크,경상남도
KCLANPO22N000003635,CT4,지역관광지,35.18072386,127.6593697,지리산둘레길15코스  ,경상남도
KCLANPO22N000003636,CT4,지역관광지,35.94548492,126.5265808,비응마파지길  ,전라북도
KCLANPO22N000003637,CT4,지역관광지,36.72659074,128.671663,용천루출렁다리  ,경상북도
KCLANPO22N000003638,CT4,지역관광지,37.29575549,127.4117288,사기막골도예촌  ,경기도
KCLANPO22N000003639,CT4,지역관광지,36.06592411,126.8623632,신성리갈대밭  ,충청남도
KCLANPO22N000003640,CT4,지역관광지,34.41143573,127.8007061,소리도등대  ,전라남도
KCLANPO22N000003641,CT4,지역관광지,37.48711284,129.1369952,만경대  ,강원도
KCLANPO22N000003642,CT4,지역관광지,37.82875916,127.6713564,의암호반  ,강원도
KCLANPO22N000003643,CT4,지역관광지,35.20616213,127.5154363,운조루  ,전라남도
KCLANPO22N000003644,CT4,지역관광지,35.55319551,129.0440929,신불산억새평원  ,울산광역시
KCLANPO22N000003645,CT4,지역관광지,36.62279363,128.1367253,짚라인문경  ,경상북도
KCLANPO22N000003690,CT1,관광농원/허브마을,35.39343743,129.1593977,화훼단지  ,경상남도
KCLANPO22N000003691,CT1,관광농원/허브마을,35.99192837,126.8306253,행복한농장  ,전라북도
KCLANPO22N000003692,CT1,관광농원/허브마을,37.55594997,126.7781386,과해주말농장  ,서울특별시
KCLANPO22N000003693,CT1,관광농원/허브마을,37.06006153,127.5315162,물댄동산  ,경기도
KCLANPO22N000003694,CT1,관광농원/허브마을,36.95765888,127.0652578,별농장  ,경기도
KCLANPO22N000003695,CT1,관광농원/허브마을,37.40678866,127.0794432,허브랜드  ,경기도
KCLANPO22N000003696,CT1,관광농원/허브마을,36.60962202,127.3843721,신나유농장  ,충청북도
KCLANPO22N000003697,CT1,관광농원/허브마을,37.97999417,127.2468456,사과깡패  ,경기도
KCLANPO22N000003698,CT1,관광농원/허브마을,37.70292932,126.942494,우리들자연학교  ,경기도
KCLANPO22N000003699,CT1,관광농원/허브마을,35.53455884,129.0997875,훈청요도예촌  ,울산광역시
KCLANPO22N000003700,CT1,관광농원/허브마을,35.00968232,128.41332,공룡자연농원  ,경상남도
KCLANPO22N000003701,CT1,관광농원/허브마을,34.6410682,128.2394313,욕지도관광농원  ,경상남도
KCLANPO22N000003702,CT1,관광농원/허브마을,37.4451791,126.3923248,연세커피관광농원  ,인천광역시
KCLANPO22N000003703,CT1,관광농원/허브마을,37.71991212,127.7738647,금학산관광농원  ,강원도
KCLANPO22N000003704,CT1,관광농원/허브마을,38.13660749,127.6229486,산천어체험장  ,강원도
KCLANPO22N000003705,CT1,관광농원/허브마을,35.22777063,127.6446448,하동차시배지  ,경상남도
KCLANPO22N000003706,CT1,관광농원/허브마을,33.30867001,126.6344005,휴애리자연생활공원  ,제주특별자치도
KCLANPO22N000003707,CT1,관광농원/허브마을,35.77433271,127.8055043,민들레울  ,경상남도
KCLANPO22N000003708,CT1,관광농원/허브마을,36.62229401,127.807343,사담관광농원  ,충청북도
KCLANPO22N000003709,CT1,관광농원/허브마을,34.62430127,126.4633748,보해매실농원  ,전라남도
KCLANPO22N000003710,CT1,관광농원/허브마을,36.31100181,126.9549281,부여관광농원  ,충청남도
KCLANPO22N000003711,CT1,해수욕장,34.66106847,125.4224824,샛개해수욕장  ,전라남도
KCLANPO22N000003712,CT1,해수욕장,34.73663799,127.8595498,몽돌해변  ,경상남도
KCLANPO22N000003713,CT1,해수욕장,37.05927394,129.4281136,울진하트해변  ,경상북도
KCLANPO22N000003714,CT1,해수욕장,37.16837544,126.1090607,어루너머해변  ,인천광역시
KCLANPO22N000003715,CT1,해수욕장,34.29787789,126.7060136,완도정도리구계등  ,전라남도
KCLANPO22N000003716,CT1,해수욕장,33.52561191,126.5857531,삼양해수욕장  ,제주특별자치도
KCLANPO22N000003717,CT1,해수욕장,37.82978197,128.8789002,사천해수욕장  ,강원도
KCLANPO22N000003718,CT1,해수욕장,37.5285369,126.345434,한들해수욕장  ,인천광역시
KCLANPO22N000003719,CT1,해수욕장,37.52974956,126.3727513,옹암해수욕장  ,인천광역시
KCLANPO22N000003720,CT1,폭포/계곡,34.76912223,126.7278902,노릿재폭포  ,전라남도
KCLANPO22N000003721,CT1,폭포/계곡,36.98768864,128.9649217,구마계곡  ,경상북도
KCLANPO22N000003722,CT1,폭포/계곡,34.79069299,126.6920684,용추폭포  ,전라남도
KCLANPO22N000003723,CT1,폭포/계곡,37.70315127,128.4838604,노동계곡  ,강원도
KCLANPO22N000003724,CT1,폭포/계곡,36.481182,127.800756,서원계곡  ,충청북도
KCLANPO22N000003725,CT1,폭포/계곡,35.14885852,127.4719961,용서폭포  ,전라남도
KCLANPO22N000003726,CT1,폭포/계곡,36.73023909,127.9104931,쌍곡계곡  ,충청북도
KCLANPO22N000003727,CT1,폭포/계곡,37.70297743,127.1052826,청학밸리리조트  ,경기도
KCLANPO22N000003728,CT1,폭포/계곡,36.70958999,127.0165641,강당계곡  ,충청남도
KCLANPO22N000003729,CT1,폭포/계곡,38.04276997,127.7131823,광바위폭포  ,강원도
KCLANPO22N000003730,CT1,폭포/계곡,35.87500554,127.7755243,구천계곡  ,전라북도
KCLANPO22N000003731,CT1,폭포/계곡,35.34579768,127.681438,첫나들이폭포  ,경상남도
KCLANPO22N000003732,CT1,폭포/계곡,35.7690938,128.0721476,석계계곡  ,경상남도
KCLANPO22N000003733,CT1,폭포/계곡,36.96213671,128.2473757,용담폭포  ,충청북도
KCLANPO22N000003734,CT1,폭포/계곡,37.40164956,128.5930398,회동계곡  ,강원도
KCLANPO22N000003735,CT1,폭포/계곡,37.27879304,128.0860742,회옥폭포  ,강원도
KCLANPO22N000003736,CT1,폭포/계곡,38.15200052,128.3729577,흑선동계곡  ,강원도
KCLANPO22N000003737,CT1,폭포/계곡,35.44223797,127.9741892,천내계곡  ,경상남도
KCLANPO22N000003738,CT1,폭포/계곡,37.64005129,127.4244516,수입리계곡  ,경기도
KCLANPO22N000003739,CT4,지역상권,36.10218761,127.5005234,고려홍삼전문점  ,충청남도
KCLANPO22N000003740,CT4,지역상권,35.88869186,129.0724193,경주공예사  ,경상북도
KCLANPO22N000003741,CT4,지역상권,35.23004227,127.644294,지리산상회  ,경상남도
KCLANPO22N000003742,CT4,지역상권,37.13875683,128.2130618,칡상회  ,충청북도
KCLANPO22N000003743,CT4,지역상권,35.8055458,129.3107637,미소공예  ,경상북도
KCLANPO22N000003744,CT4,지역상권,36.06965152,128.9083115,별빛촌황토벽돌  ,경상북도
KCLANPO22N000003745,CT4,지역상권,37.92688236,127.7550421,친환경농산물직판매장  ,강원도
KCLANPO22N000003746,CT4,지역상권,35.58750197,126.6122329,곰소토속젓갈  ,전라북도
KCLANPO22N000003747,CT4,지역상권,35.79165748,128.0881256,향원  ,경상남도
KCLANPO22N000003748,CT4,지역상권,34.8417938,128.4200822,가야누비  ,경상남도
KCLANPO22N000003749,CT4,지역상권,35.2205535,129.23348,대변어촌계해녀특산물판매장  ,부산광역시
KCLANPO22N000003750,CT4,지역상권,37.76291209,126.4648649,산에들에강화약쑥  ,인천광역시
KCLANPO22N000003751,CT4,지역상권,36.51688513,126.9549883,신풍인삼  ,충청남도
KCLANPO22N000003752,CT4,지역상권,34.84580518,128.4271413,남쪽빛감성여행창작소 2호점,경상남도
KCLANPO22N000003753,CT4,지역상권,35.55746643,129.1390193,우리공예  ,울산광역시
KCLANPO22N000003754,CT4,지역상권,37.85049607,126.8733559,동명상회  ,경기도
KCLANPO22N000003755,CT4,지역상권,38.02912247,127.0677093,현대기프트  ,경기도
KCLANPO22N000003756,CT4,지역상권,35.23279399,129.0787,주식회사피엔유아이  ,부산광역시
KCLANPO22N000003757,CT4,지역상권,35.2734152,128.7779127,주은시스템  ,경상남도
KCLANPO22N000003758,CT4,지역상권,33.45213358,126.4885514,제주바이오특산물판매원  ,제주특별자치도
KCLANPO22N000003759,CT4,지역상권,37.53448366,126.9907051,진양공예  ,서울특별시
KCLANPO22N000003760,CT4,지역상권,35.18754551,126.8336939,판촉물타운  ,광주광역시
KCLANPO22N000003761,CT4,지역상권,35.10087387,129.0285863,안동민예토산품  ,부산광역시
KCLANPO22N000003762,CT4,지역상권,37.56575927,127.0070223,관광기념품 롯데피트인동대문점,서울특별시
KCLANPO22N000003763,CT4,지역상권,37.57608911,127.0275083,케이제이씨코리아  ,서울특별시
KCLANPO22N000003764,CT4,지역상권,33.50100882,126.5232988,반쪽이공방  ,제주특별자치도
KCLANPO22N000003765,CT4,지역상권,36.11043232,127.4835444,드림패키지  ,충청남도
KCLANPO22N000003766,CT4,지역상권,37.57328357,126.98681,예나르  ,서울특별시
KCLANPO22N000003767,CT4,지역상권,35.13587819,129.0974679,기프팅  ,부산광역시
KCLANPO22N000003768,CT4,지역상권,35.21601822,129.1020962,금강불교사  ,부산광역시
KCLANPO22N000003769,CT4,지역상권,35.15374188,129.1184517,동백상회 광안리점,부산광역시
KCLANPO22N000003770,CT4,지역상권,35.41834114,127.6216836,지리산뱀사골동동주  ,전라북도
KCLANPO22N000003771,CT4,지역상권,35.26675122,126.5408402,내고향모싯잎송편  ,전라남도
