category,lat,lng,region,cluster_1
CT2,35.50629849,129.2663206,울산광역시,661
CT2,36.33457128,127.2591736,충청남도,315
CT2,35.3390129,128.1866082,경상남도,222
CT2,36.26024032,127.3527493,대전광역시,719
CT2,36.27201528,129.3541608,경상북도,194
CT2,36.43252646,128.1494287,경상북도,816
CT2,37.50082849,127.1550857,서울특별시,733
CT2,36.07395161,128.8348114,경상북도,833
CT2,36.31727302,129.2163484,경상북도,166
CT2,37.72982127,127.7334783,강원도,544
CT2,37.33587517,127.2339443,경기도,49
CT2,37.6572462,128.85454,강원도,755
CT2,37.47902779,126.6412954,인천광역시,519
CT2,37.98449892,127.1745537,경기도,953
CT2,35.16427341,126.941968,광주광역시,752
CT2,37.47460007,127.6609233,경기도,272
CT2,36.43581554,126.9707366,충청남도,925
CT2,35.2528472,126.6426969,전라남도,426
CT2,35.37285083,127.1239567,전라북도,707
CT2,35.14803389,128.2390439,경상남도,363
CT2,37.20175299,127.2653847,경기도,134
CT2,36.60018311,128.187497,경상북도,675
CT2,36.4433918,127.4329191,대전광역시,257
CT2,33.50791238,126.5182399,제주특별자치도,718
CT2,35.99292843,128.3881955,경상북도,676
CT2,37.57507648,126.9825662,서울특별시,277
CT2,35.97603198,129.1098263,경상북도,989
CT2,36.21340639,127.6818582,충청북도,648
CT2,35.86422857,128.5924812,대구광역시,258
CT2,36.81892542,128.6339665,경상북도,70
CT2,35.08063019,127.8796577,경상남도,665
CT2,36.87194562,128.5291524,경상북도,458
CT2,37.39338213,126.9182713,경기도,175
CT2,37.18766502,126.9647862,경기도,514
CT2,37.69931176,127.6848877,강원도,544
CT2,36.77565434,127.5809059,충청북도,305
CT2,38.0366166,127.8897275,강원도,970
CT2,37.65055602,127.1885168,경기도,456
CT2,35.34621121,129.3146045,울산광역시,8
CT2,37.28550996,127.0232829,경기도,350
CT2,36.74347524,128.2160757,경상북도,589
CT2,35.29763779,128.0776342,경상남도,794
CT2,35.82991946,128.5488593,대구광역시,216
CT2,35.4260191,129.1487437,경상남도,66
CT2,37.48268383,126.9963871,서울특별시,240
CT2,34.99680128,126.6309697,전라남도,807
CT2,35.69728148,128.464787,대구광역시,267
CT2,37.35777662,127.9394625,강원도,984
CT2,35.25167711,128.6362747,경상남도,762
CT2,35.3507597,129.1956997,부산광역시,119
CT2,35.24044527,128.4182879,경상남도,371
CT2,37.13416654,128.1532812,충청북도,932
CT2,38.11630828,127.7133706,강원도,434
CT2,37.44590677,127.7385866,경기도,272
CT2,36.04393221,128.786259,경상북도,771
CT2,35.28448426,129.0690764,부산광역시,738
CT2,35.1754668,126.8586432,광주광역시,947
CT2,35.45828282,129.0871823,경상남도,358
CT2,35.73719384,127.2157398,전라북도,654
CT2,35.98774557,129.2258608,경상북도,799
CT2,34.65199024,127.7627385,전라남도,478
CT2,35.4245115,128.8906415,경상남도,275
CT2,36.8403557,127.4229146,충청북도,312
CT2,36.50623714,129.4274117,경상북도,584
CT2,37.50342394,126.7210923,인천광역시,704
CT2,35.49841581,128.7495725,경상남도,525
CT2,35.62931206,127.8112581,경상남도,801
CT2,36.61289639,127.4869539,충청북도,236
CT2,35.55793843,129.2682709,울산광역시,83
CT2,36.58091201,128.7542117,경상북도,506
CT2,35.04139526,128.0776507,경상남도,259
CT2,36.95517226,127.3355729,경기도,309
CT2,36.77840972,127.0015889,충청남도,586
CT2,35.80676401,128.2463208,경상북도,151
CT2,35.07157593,127.5598942,전라남도,54
CT2,36.61239554,128.2268365,경상북도,675
CT2,36.10354398,129.3372929,경상북도,52
CT2,35.55986913,129.3204755,울산광역시,577
CT2,36.00907337,127.6568621,전라북도,777
CT2,35.32879184,127.8316939,경상남도,100
CT2,37.41748466,126.6546649,인천광역시,773
CT2,36.76217167,127.8523384,충청북도,43
CT2,37.39259041,126.9273276,경기도,175
CT2,35.21711628,128.5870527,경상남도,926
CT2,35.30279904,129.2078316,부산광역시,119
CT2,35.49809582,127.7590341,경상남도,913
CT2,35.15423391,126.8714069,광주광역시,875
CT2,35.6131018,128.737871,경상북도,48
CT2,37.08097282,127.2968519,경기도,702
CT2,35.08240773,126.9290575,광주광역시,84
CT2,35.74182752,129.3930214,경상북도,920
CT2,36.04122254,129.3651869,경상북도,958
CT2,35.99139748,128.3307783,경상북도,676
CT2,36.73720092,127.0175603,충청남도,34
CT2,37.6058479,126.9938126,서울특별시,954
CT2,35.83367002,128.3378479,경상북도,92
CT2,34.9938601,126.9538402,전라남도,345
CT2,35.64121823,128.7355483,경상북도,48
CT2,37.69440623,127.3511565,경기도,971
CT2,35.39464689,129.2971816,울산광역시,8
CT2,37.5360765,126.8428379,서울특별시,181
CT2,35.00933408,128.1051161,경상남도,259
CT2,36.64998874,127.6604749,충청북도,368
CT2,35.22923541,128.4086859,경상남도,371
CT2,35.12670111,129.0396648,부산광역시,218
CT2,37.39074377,127.5113374,경기도,944
CT2,36.24063766,127.7253767,충청북도,226
CT2,36.95166051,127.959961,충청북도,438
CT2,35.52333888,126.616338,전라북도,321
CT2,35.5975786,127.9196263,경상남도,109
CT2,34.78517256,126.4627111,전라남도,853
CT2,37.83033768,127.1975857,경기도,20
CT2,35.29792847,128.0828821,경상남도,794
CT2,36.3155385,126.9209688,충청남도,743
CT2,38.08594808,128.5889432,강원도,924
CT2,37.56323203,126.9173415,서울특별시,876
CT2,37.4292718,126.6672827,인천광역시,773
CT2,37.04645966,127.3417488,경기도,702
CT2,37.13968056,127.3195424,경기도,134
CT2,36.93959486,127.2802383,경기도,309
CT2,36.75377918,127.2373357,충청남도,21
CT2,36.82072553,128.590619,경상북도,70
CT2,37.60978437,128.7603904,강원도,930
CT2,37.51978561,127.6430176,경기도,42
CT2,35.8520316,129.1091239,경상북도,473
CT2,36.10890324,129.3382415,경상북도,52
CT2,35.81372847,129.4637562,경상북도,398
CT2,35.7304686,128.6568826,대구광역시,67
CT2,35.60888361,129.2874516,울산광역시,139
CT2,35.56160373,129.3404617,울산광역시,577
CT2,36.45170593,127.1121795,충청남도,436
CT2,36.56340498,127.5617106,충청북도,247
CT2,35.79914857,128.3244888,경상북도,92
CT2,36.34815411,126.6579812,충청남도,894
CT2,36.17572901,127.7951938,충청북도,299
CT2,35.82661309,127.1502728,전라북도,231
CT2,35.6960627,127.5908345,전라북도,142
CT2,35.43611751,128.6290142,경상남도,569
CT2,35.2792802,128.4225456,경상남도,371
CT2,35.28353613,129.2568511,부산광역시,551
CT2,36.81197256,129.1255862,경상북도,497
CT2,36.9407789,127.2729955,경기도,309
CT2,35.18490481,127.771479,경상남도,511
CT2,35.27818083,128.0470681,경상남도,794
CT2,35.7672653,129.3530996,경상북도,902
CT2,35.38645781,129.146122,경상남도,60
CT2,35.41053114,129.1759803,경상남도,17
CT2,35.05621904,128.2670464,경상남도,724
CT2,36.95438611,127.838812,충청북도,438
CT2,38.01816384,127.3216817,경기도,457
CT2,37.82354807,127.2609914,경기도,20
CT2,37.74281351,127.0349341,경기도,927
CT2,35.09865151,129.0005702,부산광역시,864
CT2,37.1682214,127.5854416,경기도,44
CT2,37.34310908,126.8056481,경기도,987
CT2,37.36502709,127.2848989,경기도,763
CT2,37.64968443,127.0349423,서울특별시,432
CT2,36.28540721,127.1967158,충청남도,869
CT2,37.4916632,126.8825275,서울특별시,128
CT2,36.13619874,127.5107818,충청남도,878
CT2,37.51097058,126.9195972,서울특별시,708
CT2,35.09448764,129.0419964,부산광역시,16
CT2,35.2079361,129.0464652,부산광역시,722
CT2,36.65785653,127.4777047,충청북도,40
CT2,35.15310773,129.0392099,부산광역시,394
CT2,35.15680666,129.0675649,부산광역시,215
CT2,36.3039245,127.5705751,충청북도,643
CT2,36.39553759,127.7315417,충청북도,51
CT2,37.93902314,127.1856603,경기도,953
CT2,35.21303666,129.086131,부산광역시,696
CT2,37.46766402,126.9192297,서울특별시,614
CT2,36.52645798,127.2241675,세종특별자치시,301
CT2,37.62477939,127.0199105,서울특별시,233
CT2,35.57025728,127.8912327,경상남도,109
CT2,35.03752278,126.8472404,전라남도,105
CT2,35.86144292,128.5144262,대구광역시,634
CT2,35.14593071,126.9090809,광주광역시,875
CT2,36.25977627,127.0732083,충청남도,904
CT2,36.61347443,127.4826853,충청북도,236
CT2,35.27377239,126.520052,전라남도,183
CT2,36.17150556,128.1872336,경상북도,274
CT2,36.348617,128.7018467,경상북도,880
CT2,35.88690403,129.4931566,경상북도,883
CT2,36.33463952,126.9779179,충청남도,331
CT2,36.67410329,127.3593907,충청북도,379
CT2,36.65769741,127.5710808,충청북도,790
CT2,36.50169884,127.3558093,세종특별자치시,814
CT2,36.60107571,129.1512484,경상북도,391
CT2,36.55176932,128.7666301,경상북도,506
CT2,35.87968966,128.2754457,경상북도,564
CT2,37.62686674,126.69401,경기도,986
CT1,36.61424906,127.1331632,충청남도,400
CT1,36.71457269,126.3203352,충청남도,909
CT1,36.19728487,126.7951597,충청남도,508
CT1,35.43977398,128.7489287,경상남도,147
CT1,36.94325422,127.4131489,충청북도,399
CT1,34.89496064,126.0714415,전라남도,126
CT1,36.54761607,127.7243792,충청북도,992
CT1,34.62317356,126.0232682,전라남도,3
CT1,36.04963317,127.0357668,전라북도,907
CT1,35.29247751,126.8800325,전라남도,378
CT1,36.38606011,129.0463797,경상북도,998
CT1,35.55104272,128.1986914,경상남도,341
CT1,37.54060753,127.0762876,서울특별시,389
CT1,35.00439083,126.1418651,전라남도,39
CT1,35.16112268,128.1993005,경상남도,935
CT1,36.9801366,127.4294118,충청북도,196
CT1,36.27336354,127.7842996,충청북도,449
CT1,35.49152454,127.7976981,경상남도,913
CT1,36.87660964,128.0093049,충청북도,41
CT1,35.22503584,128.1008742,경상남도,412
CT1,35.28675467,128.5365795,경상남도,65
CT1,35.09820153,127.818222,경상남도,499
CT1,36.74156003,127.4368194,충청북도,297
CT1,37.41370961,127.9728424,강원도,223
CT1,36.48378927,126.9854433,충청남도,925
CT1,34.80313456,127.9744334,경상남도,804
CT1,36.26199961,127.9308554,충청북도,885
CT1,35.6244766,128.4752104,경상남도,278
CT1,34.99727379,128.2722732,경상남도,319
CT1,34.93038968,126.241966,전라남도,879
CT1,35.6094829,126.7170217,전라북도,199
CT1,37.43748584,127.0911745,경기도,730
CT1,37.77415674,127.6827166,강원도,56
CT1,35.64682538,127.8177682,경상남도,801
CT1,37.36414572,127.906719,강원도,984
CT1,35.33854958,128.6490632,경상남도,901
CT1,37.02598249,127.0632946,경기도,558
CT1,35.06104182,128.1804063,경상남도,4
CT1,35.50575379,129.2011137,울산광역시,818
CT1,36.93466417,127.3515143,충청북도,309
CT1,36.03125713,128.8465352,경상북도,833
CT1,35.13599032,128.2825277,경상남도,363
CT1,36.72229894,127.0059213,충청남도,34
CT1,35.45153423,128.0049227,경상남도,982
CT1,35.06254084,126.273188,전라남도,82
CT1,35.80869438,127.9092978,경상남도,844
CT1,35.5532592,128.5065776,경상남도,898
CT1,37.6538852,126.4717266,인천광역시,638
CT1,36.56153607,127.7165859,충청북도,368
CT1,35.44000847,128.6025064,경상남도,569
CT1,37.56837734,127.67305,경기도,42
CT1,35.89920202,127.9597892,경상북도,528
CT1,33.52175976,126.8486905,제주특별자치도,409
CT1,35.37098107,126.9971916,전라남도,937
CT1,35.27924339,129.1785417,부산광역시,439
CT1,35.06853553,127.2476038,전라남도,468
CT1,35.61291433,128.3091611,경상남도,509
CT1,36.1613024,128.8869717,경상북도,785
CT1,35.27281739,127.1140177,전라남도,465
CT1,35.42366019,129.2602366,울산광역시,523
CT1,35.75630499,127.4280619,전라북도,256
CT1,36.02853723,128.8397221,경상북도,833
CT1,35.40193066,129.3339404,울산광역시,8
CT1,37.10917572,126.9206655,경기도,75
CT1,36.4344628,128.1255429,경상북도,816
CT1,36.28301898,127.5900656,충청북도,643
CT1,35.01335073,127.0121448,전라남도,149
CT1,35.72801662,127.9282879,경상남도,692
CT1,35.18694847,126.5944299,전라남도,285
CT1,34.4458237,126.3050225,전라남도,330
CT1,37.01392649,128.3111512,충청북도,595
CT1,35.63868889,128.111578,경상남도,841
CT1,36.34270426,129.3313863,경상북도,663
CT1,35.75703424,128.0192829,경상남도,692
CT1,34.84791724,128.0067907,경상남도,335
CT1,35.98102277,128.8533054,경상북도,613
CT1,35.40197286,129.149348,경상남도,60
CT1,35.41217501,128.384153,경상남도,26
CT1,35.1074153,128.5125702,경상남도,587
CT1,35.74523827,128.0811804,경상남도,940
CT1,35.47594803,127.877828,경상남도,531
CT1,35.24337266,128.6109402,경상남도,897
CT1,35.01673932,128.1953746,경상남도,4
CT1,36.38339546,127.1334164,충청남도,541
CT1,36.51675714,127.0640215,충청남도,76
CT1,36.40396304,128.3755325,경상북도,979
CT1,35.02741421,127.9259923,경상남도,665
CT1,35.88846057,129.1620502,경상북도,671
CT1,36.44084594,128.9947275,경상북도,998
CT1,35.24475892,128.4946683,경상남도,349
CT1,34.62812168,126.3108317,전라남도,699
CT1,35.30919153,128.6472774,경상남도,901
CT1,35.48044299,127.9350737,경상남도,782
CT1,34.94938183,126.3589677,전라남도,463
CT1,34.83783444,126.1315891,전라남도,126
CT1,35.56855518,127.6387266,경상남도,2
CT1,35.38285631,128.2780689,경상남도,80
CT1,36.09174573,128.9612755,경상북도,994
CT1,37.32730512,128.063675,강원도,98
CT1,35.10796142,128.1457637,경상남도,336
CT1,36.16030226,129.2549703,경상북도,265
CT1,35.59896373,129.1184141,울산광역시,190
CT1,35.19987103,128.6601616,경상남도,414
CT1,35.20783436,128.1676792,경상남도,935
CT1,36.88501899,127.0651173,충청남도,500
CT1,36.0832022,129.3213908,경상북도,52
CT1,36.79508338,127.3539779,충청남도,744
CT1,37.61780943,126.6325184,인천광역시,292
CT1,34.85344076,128.652423,경상남도,936
CT1,34.95928309,128.0994008,경상남도,705
CT1,35.37535968,128.3398902,경상남도,26
CT1,36.03119108,129.5727762,경상북도,435
CT1,36.25338454,128.6911999,경상북도,928
CT1,36.33022481,128.503187,경상북도,159
CT1,35.12363702,128.0669919,경상남도,597
CT1,36.16545302,127.4332345,충청남도,620
CT1,36.49576147,129.4098885,경상북도,584
CT1,35.52017252,128.8013406,경상남도,918
CT1,36.05004293,128.8283776,경상북도,833
CT1,35.81766539,129.2891631,경상북도,507
CT1,35.05464433,127.8766398,경상남도,665
CT1,35.85101799,128.1332685,경상북도,889
CT1,35.19943524,128.2538765,경상남도,598
CT1,36.10474717,128.7297011,경상북도,644
CT1,35.4102329,128.9008495,경상남도,275
CT1,37.06106162,128.2735943,충청북도,595
CT1,35.46752353,128.0067521,경상남도,982
CT1,36.92297327,127.2431263,경기도,309
CT1,36.48597621,127.2169856,세종특별자치시,301
CT1,35.42427263,126.6987249,전라북도,698
CT1,36.55912742,129.131186,경상북도,391
CT1,35.9809859,129.2253038,경상북도,799
CT1,36.73415529,128.5825178,경상북도,976
CT1,34.70000723,126.550863,전라남도,539
CT1,35.40121706,128.0805753,경상남도,588
CT1,36.38176451,126.666172,충청남도,894
CT1,36.28473177,129.0220151,경상북도,964
CT1,35.13866783,128.3202516,경상남도,826
CT1,35.52818333,128.6538331,경상남도,812
CT1,35.90914784,128.5269585,대구광역시,635
CT1,35.27469597,127.4482866,전라남도,766
CT1,35.28751074,128.4730949,경상남도,579
CT1,36.84108556,127.1587831,충청남도,570
CT1,34.66886888,127.2478924,전라남도,323
CT1,34.7014145,127.3853794,전라남도,850
CT1,34.6723326,127.4093964,전라남도,268
CT1,34.83585843,127.0897159,전라남도,47
CT1,34.82565581,127.0994833,전라남도,47
CT1,34.83314407,127.5787824,전라남도,485
CT1,35.37326564,126.5619642,전라북도,155
CT1,35.07370394,126.8114152,광주광역시,141
CT1,35.21924646,126.6970008,전라남도,714
CT1,33.41398117,126.3110053,제주특별자치도,677
CT1,37.2227178,127.1820143,경기도,753
CT1,34.23694209,126.0495144,전라남도,334
CT1,36.94967199,127.9330939,충청북도,438
CT1,34.38237116,126.6557966,전라남도,739
CT1,34.41536221,126.226206,전라남도,220
CT1,34.44375966,126.3286985,전라남도,330
CT1,34.47108922,126.5769612,전라남도,822
CT1,36.7901608,127.6487854,충청북도,14
CT1,36.75836982,127.5798813,충청북도,645
CT1,34.52628338,126.3473158,전라남도,498
CT1,34.50642204,126.3472182,전라남도,330
CT1,34.58014326,127.1589029,전라남도,545
CT1,34.64050452,127.2516666,전라남도,323
CT1,34.62541676,126.810795,전라남도,892
CT1,34.62520141,126.4787482,전라남도,524
CT1,36.65618137,128.1827334,경상북도,675
CT1,36.48734851,129.0585353,경상북도,607
CT1,36.33873866,127.9121875,경상북도,447
CT1,36.08935531,128.8469978,경상북도,322
CT1,36.05120181,128.8871318,경상북도,641
CT1,34.72848368,126.5892071,전라남도,539
CT1,34.83672087,127.6979334,전라남도,868
CT1,34.88154351,126.9313962,전라남도,731
CT1,34.93157751,126.4379493,전라남도,463
CT1,34.95435456,126.6517497,전라남도,62
CT1,34.96890509,126.5587413,전라남도,807
CT1,34.96615862,126.5505567,전라남도,807
CT1,35.02876096,126.6347602,전라남도,328
CT1,35.07118967,126.9983136,전라남도,149
CT1,35.09373204,126.7450049,전라남도,141
CT1,35.11367653,126.6491203,전라남도,657
CT1,35.10852293,126.6395434,전라남도,328
CT1,35.09124557,126.6790121,전라남도,657
CT1,35.13050909,126.4795295,전라남도,295
CT1,35.13530998,126.6363318,전라남도,285
CT1,35.17821057,127.8900031,경상남도,803
CT1,35.15886587,127.9136292,경상남도,803
CT1,35.27613119,126.5731091,전라남도,353
CT1,35.25349793,127.2622079,전라남도,254
CT1,35.32212104,127.8986307,경상남도,950
CT1,35.32025553,126.6254155,전라남도,537
CT1,35.3883252,126.6388617,전라북도,406
CT1,35.37912392,127.4573008,전라북도,778
CT1,35.59803828,128.5042724,경상남도,278
CT1,35.47502223,127.9398382,경상남도,782
CT1,35.48836231,127.6150644,전라북도,225
CT1,35.45867664,127.258641,전라북도,317
CT1,35.43631642,126.799718,전라남도,169
CT1,35.4391128,126.4581343,전라북도,464
CT1,35.484866,126.6690054,전라북도,321
CT1,35.51389267,127.9070113,경상남도,782
CT1,35.60131912,127.3789484,전라북도,687
CT1,35.56576493,126.6646524,전라북도,123
CT1,35.63072743,126.6869582,전라북도,199
CT1,35.63876818,128.4962279,대구광역시,278
CT1,35.6437555,129.1750616,울산광역시,387
CT1,35.6678786,126.7226895,전라북도,390
CT1,35.7342405,127.1215314,전라북도,33
CT1,35.74817177,127.60002,전라북도,142
CT1,35.76497879,128.7793398,경상북도,252
CT1,35.75288512,129.3385073,경상북도,185
CT1,35.82678995,128.681848,대구광역시,129
CT1,35.80544902,127.1939914,전라북도,231
CT1,35.79239246,127.0905283,전라북도,228
CT1,35.82789022,126.9468741,전라북도,127
CT1,35.85108779,126.9202878,전라북도,127
CT1,35.85029633,128.6708926,대구광역시,129
CT1,35.90270936,128.7741275,경상북도,910
CT1,35.95105632,127.0911529,전라북도,729
CT1,35.90939504,126.6737509,전라북도,364
CT1,35.96367451,126.8503737,전라북도,951
CT1,35.85138996,128.0021781,경상북도,528
CT1,34.52276103,126.9462025,전라남도,672
CT1,37.704714,127.2928858,경기도,93
CT1,37.67343336,127.3760155,경기도,971
CT1,37.26407418,127.0705953,경기도,135
CT3,37.00274806,127.2917884,경기도,702
CT3,33.27252581,126.6084541,제주특별자치도,214
CT4,34.17848303,126.8578144,전라남도,727
CT4,34.93227059,128.053826,경상남도,705
CT4,35.87349284,128.5828645,대구광역시,258
CT4,36.60971238,128.360742,경상북도,484
CT4,35.65964961,127.8913869,경상남도,298
CT4,36.23746004,127.8854654,충청북도,885
CT4,35.41598327,126.8509589,전라남도,169
CT4,37.01850942,127.8664043,충청북도,438
CT4,35.67483767,127.5939341,전라북도,142
CT4,37.32318033,129.2663062,강원도,444
CT4,33.39514531,126.6849718,제주특별자치도,477
CT4,34.83284541,127.991646,경상남도,184
CT4,37.60060293,127.1303071,경기도,491
CT4,35.13394428,126.9564653,광주광역시,84
CT4,37.15622161,127.3307911,경기도,134
CT4,33.42251756,126.5492616,제주특별자치도,723
CT4,37.47729779,127.125832,서울특별시,596
CT4,35.19036179,126.8210818,광주광역시,628
CT4,34.9900838,128.0463671,경상남도,259
CT4,35.14112486,127.9678895,경상남도,652
CT4,36.57736193,128.1619913,경상북도,675
CT4,33.2637098,126.3857578,제주특별자치도,842
CT4,33.43085327,126.4072408,제주특별자치도,397
CT4,35.84103046,129.2894202,경상북도,507
CT4,35.536612,127.1541003,전라북도,820
CT4,35.07784651,129.0455247,부산광역시,774
CT4,37.1902309,126.6457308,경기도,90
CT4,35.6664615,129.2310693,울산광역시,30
CT4,35.30055172,129.2623625,부산광역시,551
CT4,35.86072344,129.2010204,경상북도,873
CT4,36.50778273,129.451547,경상북도,584
CT4,35.14857049,126.5036068,전라남도,295
CT4,37.28896714,129.3086611,강원도,444
CT4,36.1757432,128.5882497,경상북도,271
CT4,37.63612194,126.9190493,서울특별시,767
CT4,35.34470481,128.7048338,경상남도,901
CT4,37.00450523,127.9970401,충청북도,609
CT4,37.97344327,128.7602605,강원도,374
CT4,34.96128358,127.6086084,전라남도,629
CT4,37.54453821,127.0020707,서울특별시,493
CT4,37.5175184,127.1135549,서울특별시,662
CT4,34.58815249,127.7748874,전라남도,478
CT4,34.61193557,127.2827454,전라남도,451
CT4,37.38610311,129.2393649,강원도,471
CT1,37.4037751,127.4913224,경기도,944
CT1,37.67672198,127.7627496,강원도,108
CT1,36.3731742,126.627172,충청남도,894
CT1,34.93604059,127.8911432,경상남도,310
CT1,33.36594264,126.77201,제주특별자치도,710
CT1,36.96079486,127.3604318,경기도,702
CT1,37.68741592,126.8554579,경기도,107
CT1,37.08960644,127.3803031,경기도,578
CT1,36.92244144,128.5062573,경상북도,458
CT1,37.61612319,129.0454699,강원도,890
CT1,36.01164173,128.9197875,경상북도,641
CT1,37.6989126,126.9135342,경기도,324
CT1,34.68618359,125.1921479,전라남도,385
CT1,34.76028311,128.5113415,경상남도,445
CT1,37.40925459,129.204332,강원도,471
CT1,35.99204409,129.4437006,경상북도,480
CT1,34.64320118,128.2351918,경상남도,756
CT1,37.60877382,129.0691572,강원도,890
CT1,34.84919139,127.5238545,전라남도,485
CT1,34.47937586,126.0394469,전라남도,327
CT1,37.66154499,126.235281,인천광역시,695
CT1,37.22412919,126.146193,인천광역시,955
CT1,36.71861002,129.4070277,경상북도,111
CT1,35.63455409,128.7217447,경상북도,48
CT1,38.1400824,127.3288107,강원도,31
CT1,38.08009806,128.4245353,강원도,202
CT1,37.9071543,127.1006896,경기도,561
CT1,38.04059663,128.103848,강원도,472
CT1,36.94128393,128.5311354,경상북도,458
CT1,37.64093921,128.7814304,강원도,930
CT1,35.63988764,128.9992982,경상북도,150
CT1,35.39112277,129.2403575,울산광역시,431
CT1,35.23460114,127.7879221,경상남도,957
CT4,36.64874072,128.6632503,경상북도,903
CT4,37.57328777,127.0317501,서울특별시,817
CT4,37.58467199,127.0164433,서울특별시,726
CT4,37.53827093,127.1228507,서울특별시,749
CT4,35.1596684,129.0683278,부산광역시,215
CT4,33.55384263,126.8084901,제주특별자치도,409
CT4,35.36208234,126.4404632,전라남도,74
CT4,37.62012538,127.07454,서울특별시,605
CT4,36.10081936,127.4950909,충청남도,878
CT4,36.10219266,127.5005237,충청남도,878
CT4,35.13506048,126.7638218,광주광역시,628
CT4,36.98839509,128.3822263,충청북도,253
CT4,37.740028,127.0617095,경기도,927
CT4,34.89694347,128.6899206,경상남도,936
CT4,37.56924553,127.0023664,서울특별시,956
CT4,35.60991008,126.8764943,전라북도,474
CT4,37.56248966,126.994012,서울특별시,144
CT4,37.01376879,129.3763113,경상북도,201
CT4,36.8942672,126.6313205,충청남도,601
CT4,38.19386726,128.3515218,강원도,408
CT4,34.82383892,127.3458019,전라남도,809
CT4,34.8479198,127.9143883,경상남도,281
CT4,35.52388308,127.7215022,경상남도,450
CT4,37.47875417,127.3672536,경기도,915
CT4,35.83721633,129.2197962,경상북도,873
CT4,37.4998199,126.7448831,경기도,704
CT4,34.85414018,128.4285722,경상남도,585
CT4,37.6725629,126.778231,경기도,296
CT4,37.79455842,128.9182767,강원도,651
CT4,37.43889161,127.0057158,경기도,250
CT4,37.63521947,127.2068994,경기도,456
CT4,37.61518246,126.9223325,서울특별시,767
CT4,37.58122937,126.9811976,서울특별시,571
CT4,33.2421748,126.4236814,제주특별자치도,413
CT4,37.49935703,126.5013496,인천광역시,921
CT4,37.51454363,127.0594792,서울특별시,392
CT3,35.31631283,128.2509341,경상남도,852
CT3,37.79106157,127.5256838,강원도,411
CT3,34.67912666,127.0694522,전라남도,270
CT3,37.3095906,126.9507978,경기도,340
CT3,37.63157008,127.3518229,경기도,971
CT3,37.9660379,127.462172,경기도,682
CT3,33.24082494,126.3346194,제주특별자치도,251
CT3,37.67439116,127.4758112,경기도,342
CT4,38.26443703,128.5583987,강원도,887
CT4,33.23551312,126.3145576,제주특별자치도,251
CT4,35.44086651,127.8287071,경상남도,531
CT1,36.13705973,126.493968,충청남도,217
CT1,35.41682451,129.205169,경상남도,17
CT1,35.55699394,128.0197218,경상남도,401
CT2,35.75816116,127.3974565,전라북도,256
CT2,34.92652918,126.880026,전라남도,345
CT2,34.46768593,126.3080632,전라남도,330
CT2,36.14819234,127.8391245,충청북도,299
CT2,35.3571428,129.2666289,부산광역시,431
CT2,37.67272827,127.0004596,서울특별시,77
CT2,37.49719484,126.5280194,인천광역시,921
CT3,37.34817319,127.3544125,경기도,763
CT3,33.3435037,126.7887511,제주특별자치도,805
CT4,34.84998576,128.720595,경상남도,936
CT4,35.00394187,126.6758386,전라남도,759
CT4,36.98328361,127.9405543,충청북도,438
CT4,36.64677473,127.4772889,충청북도,40
CT4,37.53140714,126.9715184,서울특별시,959
CT4,37.38079087,128.6644144,강원도,980
CT4,36.28504127,126.9096995,충청남도,743
CT4,35.11349784,129.0385585,부산광역시,218
CT4,35.20799948,129.000261,부산광역시,326
CT4,37.67454433,127.0588553,서울특별시,136
CT4,37.56637497,126.98898,서울특별시,277
CT4,35.64946532,128.6120468,경상북도,19
CT4,38.20439016,128.591652,강원도,433
CT4,37.559695,126.9769208,서울특별시,344
CT4,36.67701783,126.6737305,충청남도,961
CT4,37.47144741,126.9525409,서울특별시,614
CT4,35.33629393,129.0282433,경상남도,565
CT4,36.54466181,126.3297566,충청남도,962
CT4,37.75029126,127.1713561,경기도,423
CT2,37.55614332,127.2056355,경기도,375
CT2,36.00076119,126.8522338,전라북도,951
CT2,35.20378554,129.088429,부산광역시,696
CT2,35.23029222,129.0758314,부산광역시,696
CT2,36.40027172,129.3788883,경상북도,663
CT2,35.83436869,128.6098415,대구광역시,372
CT2,35.27939926,126.5077725,전라남도,183
CT2,36.03874297,129.3603765,경상북도,958
CT2,35.94750369,128.6242174,대구광역시,603
CT2,37.88400302,127.0805703,경기도,561
CT2,36.78142538,128.4290714,경상북도,919
CT2,36.05209653,129.3564533,경상북도,958
CT2,36.10804288,129.0641398,경상북도,660
CT2,37.1781414,128.2594971,충청북도,933
CT2,37.76902431,126.6869059,경기도,407
CT2,35.27883213,128.6466703,경상남도,762
CT2,36.05837068,128.4893003,경상북도,758
CT2,35.12851026,126.9504991,광주광역시,84
CT2,34.71636236,126.7513861,전라남도,627
CT2,35.6358725,126.5761814,전라북도,583
CT2,35.88856067,128.6022741,대구광역시,154
CT2,35.38041517,128.8945508,경상남도,286
CT2,37.67410964,127.0613727,서울특별시,136
CT2,36.46083919,127.3696694,대전광역시,179
CT2,34.81600862,128.669745,경상남도,765
CT2,35.80977429,128.6801368,대구광역시,459
CT2,36.37880836,126.966135,충청남도,925
CT2,37.53846267,127.1517065,서울특별시,362
CT2,35.05750467,128.0919257,경상남도,658
CT2,36.15739659,127.4087762,충청남도,546
CT2,37.92315587,128.6448097,강원도,374
