cluster_1,lat,lng,cluster_2
1,36.2048423955,127.46137162999999,2
2,35.569487370526325,127.6516600894737,3
3,34.58930331678572,126.04487759285715,4
4,35.0473956378788,128.199312530303,5
5,35.90635261888888,128.59981483333334,155
6,37.013836749499994,127.59993739250001,7
7,34.99161937263158,126.48478071578948,8
8,35.378478877250004,129.32772346500002,9
9,35.40203754633333,127.68634673333337,10
10,34.82241962588234,126.7726042588235,189
11,35.67664783052632,127.68432411578947,12
12,36.15111721461539,129.36731762692304,190
13,37.87515459210527,127.33814290526317,14
14,36.83548222509804,127.67046760980392,15
15,37.74089578755556,126.45588489999999,16
16,35.100439590681816,129.02883895454548,17
17,35.422561525199995,129.216216768,18
18,37.521974836111106,129.11100552222226,19
19,35.644750234814815,128.60111574074074,20
20,37.86929389881356,127.20902839999997,21
21,36.76315305777777,127.24596785277774,183
22,35.47438299291667,128.45120925,23
23,36.254183589705875,128.23986491470586,24
24,35.906399293809514,129.06019792142857,25
25,37.49005776187501,126.95587962187503,26
26,35.39218943774193,128.36719319677417,27
27,37.63105787432433,126.82651000810816,28
28,36.51473983916667,128.91234735416666,29
29,34.93444025615385,128.16980345641028,30
30,35.657317688387096,129.22218926774195,31
31,38.099278113611106,127.27201193611108,32
32,37.41274215,126.41394558571429,33
33,35.722268492000005,127.12034235333333,34
34,36.720994651081085,127.00611351351354,35
35,37.464258654137936,126.86104403103448,129
36,37.115296482205885,128.97739470294115,37
37,34.862289668749995,128.59061731000003,38
38,35.33140931285714,128.12052140285715,39
39,34.995379071923075,126.13917745769231,40
40,36.66416341388889,127.47210176388892,41
41,36.87050656923077,127.9682406,42
42,37.54032476159091,127.59942641590911,43
43,36.82551414953126,127.83009610468751,44
44,37.1279905375,127.59711399375,45
45,34.756518694545456,125.93142281363639,127
46,37.536182617499996,126.39279569166666,33
47,34.78768509148147,127.12802244074072,48
48,35.6551502105,128.7395947925,49
49,37.3269496156,127.228786608,50
50,35.997678944285724,127.23175624761905,51
51,36.39525012021278,127.7103669574468,52
52,36.10206468181819,129.31009019696972,190
53,36.44302373102565,129.40317063589742,54
54,35.07343343375001,127.5667583375,55
55,37.19344699031251,127.90464313437501,56
56,37.810892253000006,127.71759562,57
57,36.207642237407406,127.10747938518517,58
58,37.327133494523814,127.09103237619047,59
59,35.10111584533333,128.57258255000002,60
60,35.379471371250006,129.14638051,120
61,37.69029341871794,127.91744592820515,62
62,34.929830874418606,126.64159588604655,63
63,34.762791054615384,128.0384376846154,64
64,35.819058828857145,128.6288343657143,65
65,35.31817733222222,128.55456697111111,66
66,35.45580328019607,129.17182989999998,67
67,35.70868921454546,128.68154677575757,68
68,33.957064906153846,126.30851783846154,69
69,37.55553911826087,126.93830910434785,70
70,36.826310326562506,128.6379305,71
71,35.797753520312504,128.49149032499997,72
72,37.771920336764715,126.93278814705882,73
73,36.503702357666675,128.64872208666665,74
74,35.358293333278674,126.4415896245902,75
75,37.132819253750014,126.94183366666668,76
76,36.54162202850001,127.0133057775,77
77,37.66465516214286,127.008995175,78
78,34.1121431,127.29848167499999,79
79,33.25138697513889,126.55369621805552,80
80,35.36830039088235,128.27725980588235,27
81,37.62488179527778,128.37003279722222,82
82,35.08478251606557,126.29832726885247,83
83,35.561436665333325,129.28663676000002,84
84,35.12229474391305,126.942304157971,85
85,37.39044255710526,128.403235,86
86,37.840060003714285,126.86502831714284,87
87,37.76141383818181,127.33529386590908,88
88,37.89358686565218,128.29804579999998,82
89,35.13845135599999,129.05666976285718,90
90,37.16668616222222,126.64039582592595,162
91,37.253307035,126.54256612187497,92
92,35.82739381464285,128.32980868214287,93
93,37.69816225142857,127.25374104285713,94
94,35.05863167705883,128.96283211764705,17
95,36.04372168333334,127.43501793809524,96
96,34.9954307292,128.15035295599998,97
97,35.760134535999995,128.35671074500002,98
98,37.35056018212121,128.02472370303028,99
99,34.684190637307694,127.60272461538463,100
100,35.353139435833334,127.83264628333335,101
101,34.784532379999995,127.27776162249998,102
102,35.68297275444446,126.6531349888889,103
103,35.90909107266667,128.68943550666665,104
104,35.08903834617647,127.41295104117647,105
105,35.044786356470595,126.87097799411765,106
106,36.8817124783871,128.35359421935482,107
107,37.6952545344186,126.8712119395349,108
108,37.664385628076914,127.80257187307694,109
109,35.56400496173913,127.92097454782608,110
110,36.21573954666667,127.53389174074073,111
111,36.705717129565215,129.45094006956523,112
112,37.57446270384615,127.77276596153848,113
113,34.50742061366667,126.80173926999997,114
114,36.80500919560001,128.89274989599997,115
115,35.481835611428565,127.71028310952381,116
116,36.89114407916667,126.86614982499997,117
117,35.03461711939395,128.43852264848485,118
118,36.53303794228572,128.5247959171429,133
119,35.32265941172414,129.17960879999998,120
120,38.06592585976743,127.06604206511629,121
121,37.00703543136363,126.89529504545453,122
122,35.58268496920001,127.21165903999996,123
123,35.58697214290322,126.60830181290324,124
124,34.954519491666666,128.38936825833332,125
125,36.607610362916674,126.63403367500001,198
126,34.8730080214,126.06491099000003,127
127,35.85609162607844,126.96336354117642,128
128,37.49827926480769,126.88823382500004,129
129,35.837671044000004,128.68092317428574,130
130,37.466422569268296,127.18160892195124,131
131,36.72801504789473,127.63547215614034,132
132,36.60351066307692,128.5810193205128,133
133,35.70532822512821,127.87304277948722,12
134,37.17662807270271,127.32346901351352,135
135,37.25538182444445,127.10486839259259,136
136,37.67468994419355,127.04056639032255,137
137,34.99061283666668,127.8784083025641,138
138,35.97691908037037,128.23262876296295,139
139,35.63669973162162,129.28971135135134,140
140,35.12172550944445,128.7446213972222,141
141,35.081355049999985,126.787524412,142
142,35.717535663448274,127.5817559551724,143
143,37.778344994166666,128.6359209916667,144
144,37.55938841763158,126.98705740789472,145
145,37.10829909549999,129.31067653,146
146,37.3740607525,126.95724363124998,176
147,35.42070815923076,128.72497871794872,148
148,35.22477795703704,129.13761334444442,149
149,35.04141518844827,127.00150781896552,150
150,35.663720617096764,128.95888282258062,151
151,35.82130035045454,128.2067387909091,93
152,35.95185156387097,126.95267151935481,153
153,37.868555451999995,127.69076089499997,57
154,35.882233415833326,128.61853998333333,155
155,35.36938709039215,126.52721812549018,156
156,35.48151119481482,128.11509462962962,157
157,37.311510914230766,128.20444126538465,158
158,37.219420510937496,129.03813956875,159
159,36.355220284999994,128.51549178750003,187
160,35.22326889783784,127.02977461891892,161
161,37.19536368863636,126.70276152727274,162
162,37.20370987699999,128.08321085999995,163
163,37.759311218571426,127.80422992857143,164
164,36.1178008112,128.329167258,165
165,36.157107021304355,127.26585118260871,166
166,36.32757806210526,129.24649029999998,195
167,35.879949314358974,127.28826626923076,168
168,36.72590293586207,128.7884877448276,169
169,35.430347982222216,126.80242992777777,170
170,37.48946419333334,130.89490503125,171
171,35.87568313666666,128.70725978333334,130
172,37.88416761208333,126.7497700208333,173
173,35.3850544164,128.46956178,174
174,35.58981990717948,128.83829223589746,175
175,37.40620685666667,126.92507963968251,176
176,37.487589296,127.0330820628571,177
177,36.096641983333335,126.6720859571429,178
178,35.1605054624,127.13227538800001,179
179,36.445700116956516,127.34694312608696,180
180,37.44032757029411,128.11627424411762,181
181,37.54882729328572,126.8456519171428,129
182,36.723556634333335,127.11509747333334,183
183,35.282133412058805,126.50507095441174,184
184,34.81844855757576,128.0226684969697,185
185,35.72540363264706,129.3120549735294,186
186,36.2803845382353,128.46601265294115,187
187,36.08916707763158,128.4372886631579,188
188,34.871750543793105,126.71405136551725,189
189,36.20181603578948,129.35007679999998,190
190,35.5900374114,129.116184438,191
191,35.07698379358974,126.53544942051282,192
192,36.18289777571429,129.28931462857142,190
193,35.970119181694905,128.69491652203388,104
194,36.298092005,129.363031125,195
195,36.340346425892854,127.18763320535713,196
196,37.02542188238093,127.47468491666666,197
197,36.530541365199994,126.73429064,198
198,37.99123401374999,127.67464294583336,154
199,35.614849729729734,126.6844503108108,200
200,37.94504918088236,126.92670705882352,87
201,36.99151262236843,129.39505098157898,146
202,38.08748152807692,128.4431060653846,89
203,35.474938910454554,128.5420719772727,23
204,36.41633979914287,126.85682552857145,198
205,34.91546579857143,126.79474316285716,189
206,35.7613506875,127.81301362500001,12
207,33.28987091769231,126.70475127179488,80
