cluster_1,lat,lng,cluster_2
208,36.30706480777777,127.44356308333333,2
209,36.955508267999996,129.20526092000003,146
210,35.80253357473684,126.90119011315794,128
211,35.77055183962963,128.64190557407406,65
212,35.517037993076926,127.86003854615385,110
213,36.49523770857143,128.41132626190475,119
214,33.28718206076923,126.60715328974358,80
215,35.158597833999984,129.07015087733336,90
216,35.82810812215686,128.56101633725496,65
217,36.158216015312505,126.57195192187501,178
218,35.1208134308,129.03674091,17
219,35.38117399054053,128.00932060540543,39
220,34.41379544149254,126.19460747611942,4
221,36.357100498095235,127.58550745238097,111
222,35.360319644390245,128.1887894804878,39
223,37.44356909473685,127.95853741842106,99
224,37.25913707864865,127.18741355135137,136
225,35.507184947142854,127.59027617142858,3
226,36.253434355862076,127.65744142068965,111
227,37.094492612272724,127.50981806363637,197
228,35.795259179999995,127.07094100833335,34
229,36.119073372608696,128.6334495086957,188
230,35.24350456611111,126.76932125833335,142
231,35.81847719066666,127.15160643999998,168
232,37.354191072222235,127.85668437222219,99
233,37.62007714799999,127.00479147818182,78
234,37.217199785294106,127.6478812352941,45
235,35.55967702113637,127.75864201136363,116
236,36.63141666923913,127.496499925,41
237,37.30624181545454,126.99380499696969,147
238,34.476213332580635,127.47630068387097,100
239,34.824787136315784,126.3091719473684,1
240,37.476109341176475,126.98168230588234,26
241,38.474426809696965,128.43729353636363,89
242,37.95705874875,127.84997360000001,154
243,36.8417793109375,126.71381865625003,117
244,35.69703475399999,126.92036334999999,128
245,35.756267809375,128.9190367625,151
246,35.449176363846156,128.30328483846154,27
247,36.56505037388889,127.58309678333336,41
248,37.03798724799999,128.46829595600002,107
249,36.429674609387746,126.54158463265304,198
250,37.429181373333336,127.00088234242429,26
251,33.22569541375,126.29268771666666,80
252,35.77018086521739,128.80761045217395,68
253,36.97209914190476,128.36316600714284,107
254,35.27672544634146,127.30232049512195,179
255,37.586061184090916,127.04856671363638,145
256,35.78618750176471,127.42694288627449,143
257,36.43761791291667,127.42437679583333,180
258,35.8649120383871,128.5919722354838,155
259,35.018938881052634,128.0761199710526,97
260,35.297700508695655,126.8079509652174,170
261,35.387579468888894,127.53246807222223,10
262,35.4451667475,127.779260321875,116
263,37.74140104764706,126.80609092352942,108
264,33.39003189899999,126.49891146499999,80
265,36.13675646595238,129.23489037619046,193
266,35.42864947769231,126.578233574359,156
267,35.68916624627907,128.41674189069766,98
268,34.639897153666666,127.40705247666668,102
269,37.50441518829268,126.8319844585366,129
270,34.7126378911111,127.04540725925926,48
271,36.14385135217391,128.55495684347827,188
272,37.438271507692306,127.71858442692307,43
273,38.218290873953485,127.23233925813955,32
274,36.16271353148148,128.18748592962962,24
275,35.42474635381818,128.85313216727272,148
276,37.55705963617646,127.04398723529414,145
277,37.57205157347828,126.98564635543487,145
278,35.63277437840908,128.48701132727274,20
279,35.97821968540539,126.79865592702703,153
280,35.60291666459459,128.08575533243246,157
281,34.831241426756755,127.88699812162163,185
282,36.04124289837837,129.20707361351347,53
283,35.62579988956522,127.51353565652171,3
284,35.21702342257144,129.2180092428572,149
285,35.15925580567566,126.6108987054054,192
286,35.33567786725,128.86488497500005,148
287,35.065075074285716,129.08065208095238,17
288,35.128202816,128.95161560000003,17
289,35.96192993782609,128.87011803913046,172
290,36.137768705,126.93399118750001,58
291,36.05211644171428,128.2973373685714,165
292,37.612547924324325,126.62754501621626,28
293,34.555551252835826,126.64656442985074,11
294,36.681596572812495,126.39727691562499,126
295,35.148154113421036,126.45721703947368,192
296,37.67752598171428,126.75792820142858,28
297,36.750961670714275,127.41720434047615,41
298,35.653815970576936,127.92597598269232,110
299,36.15552776727272,127.78686621818181,111
300,37.52420766809524,128.7230746,144
301,36.489281999615386,127.2536529346154,180
302,35.92458437047619,128.81445615714284,172
303,35.99622700896551,128.81281897241382,194
304,36.45846977207547,126.68020406603773,198
305,36.80538465913044,127.56828476739132,15
306,36.448200266,129.13293410666668,167
307,37.60652781526315,127.95621884210529,62
308,35.7171031652381,129.47027294285712,140
309,36.93448029365385,127.2600305769231,22
310,34.91736570585366,127.89392637073173,185
311,35.6102818173077,126.49322258076924,124
312,36.8516099834375,127.41288510624999,22
313,35.18205186833334,129.05174239583332,90
314,37.2420099235,127.38377501,135
315,36.289966922000005,127.26179166,196
316,38.199036614166666,127.89522672499999,199
317,35.466255051875,127.28608150833334,123
318,35.18784286659574,129.10986248085104,149
319,34.96817411038462,128.28815406538462,125
320,35.168159642500015,129.1725340296875,149
321,35.50526492799999,126.66169811500001,200
322,36.09392644613637,128.8873837386364,194
323,34.668881944375,127.27181968125,102
324,37.704063574594606,126.945309827027,108
325,35.11619465257142,129.01017091714283,17
326,35.208472801363634,128.99929106818183,90
327,34.44934202937499,126.08816606250001,4
328,35.06550404645162,126.62530035483871,192
329,35.315264562500005,128.366737175,27
330,34.470575828732386,126.29611592535215,4
331,36.28463617450001,127.00612319500001,58
332,33.50055338896552,126.60863600000003,80
333,35.211439042592595,127.83028156296297,101
334,34.277668746,126.04457010000002,4
335,34.872938141724134,128.01442476551725,185
336,35.120489965000004,128.17601380555558,5
337,34.7284409444,128.00096345600002,64
338,36.29409886047618,127.35912793333331,2
339,37.856869939285716,124.70240561428572,47
340,37.31845940875,126.93513479999999,147
341,35.54363902952381,128.17568801190475,157
342,37.72873846125,127.44051094583328,88
343,37.847809414583345,128.83594946458334,144
344,37.559668600882354,126.97317504117646,145
345,34.95585617982456,126.9286631824561,106
346,36.33282932711111,127.37928351777775,2
347,37.36915582230769,126.87850589615384,176
348,37.49816409625,126.98501538750001,26
349,35.25155926057143,128.50376266285713,66
350,37.284759724393936,127.01802592727276,147
351,35.7858697137037,127.30824504814818,168
352,36.857879183103435,127.21707473793106,22
353,35.25856558666667,126.5820941638889,184
354,37.54154418703703,126.95088429629632,70
355,37.179861500499996,127.07162291,136
356,36.00593478580645,129.2989304548387,53
357,36.152950286999996,128.01823902333334,24
358,35.441635427222224,129.05818873888887,67
359,37.11529751214285,129.15429466428574,146
360,34.899096931071426,127.17054263928571,150
361,36.465171850882356,128.2335128235294,119
362,37.5522793146875,127.15193112187502,177
363,35.140944189272716,128.2710181,5
364,35.946437044848494,126.67656970606059,153
365,38.20775324210526,127.44189745789474,32
366,35.71591598185186,129.11686300370368,31
367,34.996094164285715,126.80100307142854,106
368,36.62081356816327,127.69376715306122,132
369,35.89474866911112,127.1860107088889,168
370,37.66196162779661,127.08218285254239,137
371,35.25233842423077,128.40024717884614,81
372,35.8362885738298,128.60251517446804,65
373,33.31319452627908,126.3018816581395,80
374,37.94627904153845,128.7338273692308,144
375,37.53433607028572,127.21316451142856,131
376,35.928847225,127.42634305909091,96
377,35.24921459333334,128.33353212307694,81
378,35.293197401,126.90289113000001,170
379,36.627193796382976,127.39976070425529,41
380,36.340478610000005,127.51122262857146,2
381,36.24424621666667,128.36365577666666,187
382,37.51597918346154,128.24747646153844,181
383,36.52357595849999,128.8155344,74
384,35.07338084,127.72726570833333,55
385,34.50993709875,125.33173046875,46
386,35.216707558,127.23167798800002,179
387,35.64499197843751,129.16248057500002,31
388,36.392587482500005,127.24120025999999,196
389,37.54828631285715,127.07707097142858,177
390,35.71154926619048,126.72918500476193,103
391,36.56150723409091,129.16225979090913,29
392,37.522368649130435,127.04959358695653,177
393,33.491338669047614,126.92857822380951,80
394,35.15291489310345,129.0221990137931,90
395,33.49772604607142,126.45763841785713,80
396,35.217707749999995,126.3995938543478,184
397,33.46903209710526,126.4112487657895,80
398,35.80880095342857,129.46074837714286,186
399,36.926518014871796,127.47614002307692,197
400,36.633550441818194,127.0432138575758,35
401,35.54175167124999,128.02885158750001,110
402,37.57728369035715,126.93976369285713,70
403,38.17518235567568,128.48513118648648,89
404,36.13668588785714,127.0990161,58
405,38.20474119777777,128.12492661481483,199
406,35.36832547111109,126.62854301666668,156
407,37.78552022586207,126.7210793448276,173
408,38.16500062322581,128.33597886774194,89
409,33.53327557183674,126.81117414489795,80
410,36.56008489305555,126.49472996666668,126
411,37.83547078400001,127.50013808666671,14
412,35.19278377865672,128.07969977910446,5
413,33.25849867692307,126.4542092576923,80
414,35.16105129968751,128.65976465312502,141
415,35.29866884052632,126.43145327368421,75
416,35.22846227085714,127.62422407714283,55
417,37.48826794508772,126.78392566315792,182
418,37.4388116251923,127.13933829807692,131
419,35.93775265263157,128.9165425894737,25
420,34.763678253913056,126.13602490434779,127
421,37.133837273599994,127.06092400000001,76
422,35.26172347520001,127.50127922799999,105
423,37.78316606978262,127.16283861739133,21
424,35.30465671717948,127.19770327435893,179
425,37.26872990166667,126.74725740000001,162
426,35.263440959,126.67824644666669,184
427,37.563112487446816,127.33223967021279,94
428,35.70324377666665,127.34725821666666,143
429,36.285565857037035,127.48544450370372,2
430,35.61265541178572,127.08833208214287,34
431,35.366635966341455,129.25569581707316,9
432,37.64537232525,127.01779956249997,78
433,38.19781099288138,128.58561635593222,89
434,38.120862189375,127.71505260937498,154
435,36.00905439325581,129.5270854906977,13
436,36.475396941538456,127.12088517884611,77
437,35.071326148461544,126.1509581974359,40
438,36.97761427324323,127.9122288986486,56
439,35.26173703902438,129.18419108536588,120
440,35.74129793913043,126.64253415652172,103
441,37.70818962678572,127.14549984642858,137
442,35.339939664375,127.70786743125,10
443,35.50069557877551,126.75994255918366,200
444,37.2779377861111,129.2934943611111,146
445,34.709233426428575,128.59134865714285,38
446,36.666663293235295,128.0625223764706,42
447,36.38608677560001,127.95387052800004,52
448,36.77588179369564,128.0620200913044,42
449,36.330102671944445,127.7903408,52
450,35.529393314054055,127.7148470945946,116
451,34.59380901148935,127.26634741489359,102
452,36.584006550576916,127.23275680576924,77
453,36.1610144108772,127.01314983859645,58
454,36.40943171999999,127.492920875,180
455,35.1751262628,128.555409268,60
456,37.6231355595,127.22627376749998,94
457,37.996739121,127.37778126333332,14
458,36.91966273127272,128.53287929818183,71
459,35.79299711090909,128.68236305454545,130
460,35.563108667499996,128.98094373181814,191
461,34.871173396428574,127.8507577392857,185
462,37.29916443692308,127.6306818025641,45
463,34.95890928030303,126.41180168181822,8
464,35.413538951363634,126.44296811818181,75
465,35.26737945447369,127.12390971842107,161
466,37.41083096789474,127.43142751052629,50
467,37.43254066172413,126.79156068965523,36
468,35.11155631419356,127.27449892903225,105
469,36.088863877499996,127.04049081666666,51
470,37.26556098136364,126.93564280909094,147
471,37.41030845969696,129.19744811212124,19
472,38.045613674482766,128.1938963724138,199
473,35.80985928333334,129.07631207222224,31
474,35.56073444537038,126.89585513888886,200
475,35.92576222478261,127.54867379565216,96
476,37.70054748885715,129.00176851714286,19
477,33.42560695918918,126.68189926756757,80
478,34.59287999658537,127.76828022682923,100
479,36.68424434305555,126.82402779722221,35
480,35.94851310342106,129.38316339210525,53
481,37.327926212631574,127.71194545789474,45
482,35.54440567315789,129.0836573026316,191
483,36.7288733636842,127.77198520000002,44
484,36.66378927674419,128.4485009372093,133
485,34.86054807243244,127.5323883243243,100
486,35.010348536666655,127.11131680444444,150
487,37.556529375925926,127.0106997074074,145
488,35.514465378888886,126.56413344074075,124
489,36.08405346057144,129.38876693142856,13
490,37.833973076250004,127.05415163125002,73
491,37.60260266666665,127.13778013095238,137
492,36.6532919669697,129.1016375242424,29
493,37.5353802432258,126.99565133870968,145
494,37.3783756625641,127.13140451025643,59
495,35.4493053785,128.188312935,157
496,33.52277293236842,126.6752698210526,80
497,36.769762628,129.11683531142856,115
498,34.56972671433334,126.30879673499997,4
499,35.074261982500005,127.83324190416666,138
500,36.90287901962963,127.11732262962963,122
501,37.597611962439025,126.9246740731707,70
502,37.046101175,127.18755906111113,122
503,37.58403669549999,126.88532582500002,70
504,35.25272231925925,127.72686469629632,101
505,35.87652062761905,127.7741395095238,134
506,36.56840227396227,128.72549711320752,74
507,35.84150339510638,129.28163871702125,186
508,36.23394865449998,126.76883697249998,178
509,35.585813061304336,128.36009647826086,23
510,35.50747258354168,129.4211278833333,84
511,35.14654099269231,127.77760942307692,138
512,35.323491635909086,127.46711144999999,10
513,38.06326836692308,127.53110864102567,14
514,37.20464393297297,126.98697308378374,76
515,36.095883242499994,127.31072812187499,166
516,36.30550903410256,127.4085953794872,2
517,35.42184555916666,127.14185844166666,161
518,37.23785007760001,127.78168310399998,45
519,37.475802052105266,126.61743310350877,36
520,35.9979629222449,128.6147201367347,104
521,36.341817058620684,126.78912831724138,198
522,36.87835604764705,128.10599258235294,42
523,35.44124135595238,129.29429316666668,18
524,34.59799160376471,126.51392574823532,1
525,35.496944940882365,128.75287296176472,175
526,36.80859646870967,128.513702016129,71
527,34.8916372209375,128.40437226562497,125
528,35.92422869270271,127.98857288918921,139
529,34.64688189294118,126.15245531764707,4
530,36.18226585826087,128.29866218260872,165
531,35.457695527058824,127.84958430588237,116
532,35.46904620111112,127.02636418333334,170
533,37.28465171102564,128.7995977820513,159
534,35.33026976230769,128.45525365128202,174
535,35.493327341702134,129.08069974680848,67
536,33.39034764861112,126.25061500555557,80
537,35.32249468833332,126.58193815416665,156
538,36.73879549590909,129.28530116363638,112
539,34.70384387219998,126.593180398,11
540,36.766369585999996,126.91019778000005,35
541,36.39902381653847,127.11005139999999,196
542,37.660342992727266,127.61287598181816,109
543,37.48757691794873,126.9290500974359,26
544,37.69873022411764,127.70628758235294,109
545,34.552077464411774,127.15748459117648,48
546,36.165805932142845,127.3673451178571,166
547,37.435666887222226,126.70087325277778,36
548,37.844907880740735,127.75886272222222,164
549,35.258295300357155,126.96977598571428,161
550,37.515388359599996,126.68085527199999,182
551,35.30192465923078,129.24546257435898,120
552,35.34148236475001,128.96998167499999,61
553,35.717899418823514,128.5160756470588,72
554,35.004651591351355,127.97406083243246,97
555,37.80710848777778,128.08858297777775,62
556,37.550985072121215,128.5159363878788,82
557,34.61633906518518,126.97628390740743,48
558,37.00460893264705,127.08141136470586,122
559,36.926040208958334,128.8808847375,115
560,35.071905658461546,127.9470300923077,138
561,37.9213043230864,127.07141265061728,21
562,37.0087573778125,127.74322553437503,7
563,35.31527952,128.00945174062502,39
564,35.90825114183673,128.28097973061222,93
565,35.36675711551725,129.04930356551725,61
566,37.89150153697673,127.7329524534884,154
567,37.7091405436,128.206724088,82
568,37.45919436261904,126.66230630238096,36
569,35.43612301609757,128.6174218268293,148
570,36.80710938714285,127.14949377142865,183
571,37.582660166956515,126.98413735652174,145
572,36.58173627307693,126.81879846153848,198
573,35.35605054423077,127.06470612692308,161
574,37.30071072842105,127.40818514473683,50
575,36.145970321250005,127.9178671375,24
576,37.12972409037037,127.15676364074078,136
577,35.56516771140351,129.32978003333335,84
578,37.08340071085715,127.38817840571429,197
579,35.280709750681815,128.4655966,66
580,35.20989556266667,128.7986225644444,141
581,35.94789538000001,128.56336827999996,6
582,37.491310078823524,128.85747111764707,19
583,35.62267299631579,126.60460049473686,124
584,36.52879804705883,129.40359335588232,54
585,34.82295494450001,128.421402495,125
586,36.813706142083355,126.9982847722222,35
587,35.130834181621616,128.4717143135135,60
588,35.40273506666666,128.11607152121212,39
589,36.74458406785714,128.22186442142856,42
590,36.30961754515152,128.1046626636364,24
591,35.31378530638298,127.00525855531914,161
592,36.1959492316,128.45510524800002,187
593,38.36181146125,128.3965679625,89
594,35.85851093647059,128.99397570588235,25
595,37.047512321250004,128.29152427500003,107
596,37.48159477518517,127.11954479629631,177
597,35.131900612,128.07946821142855,5
598,35.21765996371428,128.2759927714286,81
599,34.95472695103447,128.6601225310345,38
600,34.583659275652174,126.89986865217391,48
601,36.876247863404245,126.58116654042556,117
602,35.80130351142858,129.23024884857145,186
603,35.92629955228572,128.64716107999996,104
604,35.12143062270271,128.8437651378378,95
605,37.61887478121213,127.08628819090906,137
606,35.92517880599999,129.28227326,53
607,36.535165007500005,129.0514195722222,29
608,35.68508917656251,128.010897809375,152
609,36.99468661645162,127.99662963870966,56
610,35.433428865,127.92966340499997,110
611,35.540188127083326,129.2424921375,84
612,37.45250113909091,126.90685363636362,26
613,35.995771942,128.87298979999994,194
614,37.46897885615384,126.93780185897441,26
615,36.558794988909085,127.48823259454547,41
616,33.279654596818176,126.22969416818182,80
617,37.31196141916667,126.84847417708335,147
618,34.77302128589285,126.67388384642857,11
619,36.242970090294115,128.56040119117648,187
620,36.1426205005,127.4528644,2
621,38.09138850347826,127.40914087826086,32
622,38.33645145238095,128.5101288285714,89
623,37.611245442941176,127.46193785882352,94
624,36.20270756761905,126.89990599999999,58
625,37.43175816705883,129.02486835,19
626,35.026632280967746,127.82545570645162,138
627,34.73520427666667,126.78441497499999,11
628,35.16338122916668,126.80043172291668,142
629,34.983042854054055,127.59115117837838,55
630,36.30828712636363,128.6410645363636,160
631,35.27618082666667,126.10946259999999,83
632,35.88949459235294,128.57206283529413,155
633,37.62055942148148,127.04252768148147,78
634,35.871759537368426,128.4989725631579,6
635,35.915422504666665,128.52768228000002,6
636,35.98903799095238,128.48080496666665,6
637,36.327830349868414,127.42816920000003,2
638,37.63435030297296,126.44176242972975,16
639,35.98390705851063,127.13131133191487,51
640,35.55391803130435,127.31054797826084,123
641,36.03560213418604,128.89863610930232,194
642,36.127881177499994,127.18481401428572,166
643,36.29992137230769,127.58658958717949,111
644,36.124325020571426,128.73618535428574,194
645,36.73704720137931,127.53857606551729,132
646,37.10274290695652,127.82276802826088,56
647,35.520688029999995,127.38501875714284,123
648,36.190859659615384,127.68028351538463,111
649,36.132776246999995,127.57406230499998,111
650,37.59887804562501,127.02545721250002,145
651,37.77103255600001,128.89800681866672,144
652,35.12736930450001,127.96189731999996,138
653,36.827621444418604,126.20245781162792,126
654,35.69187320148148,127.20052597037036,34
655,35.79521499636363,129.1542941515152,31
656,36.238065799705886,126.60195994705882,178
657,35.123971708918916,126.70321372162164,142
658,35.07672102750001,128.11513470000003,5
659,35.784274616666664,128.87406991666663,151
660,36.087702771162796,129.12959428604654,193
661,35.502354539642866,129.2740318142857,84
662,37.50961229000001,127.1024744551724,177
663,36.3703732976923,129.37292546923078,195
664,35.05374593825,126.7064992375,142
665,35.052798284999994,127.89232438,138
666,34.680213372857146,125.93977489642857,127
667,35.27310503,128.81545885967742,141
668,35.80456413153846,127.59232351153848,143
669,35.254382512127656,129.07547955744678,149
670,37.51482491449999,127.02330284499999,177
671,35.88945348461539,129.17074548974355,25
672,34.49205994666667,126.91733915333334,114
673,35.82669617642858,126.42018735,103
674,37.75159352062501,127.59889120000001,57
675,36.59486252157897,128.2061374592105,119
676,35.98635570729165,128.36078846874997,165
677,33.449383339523806,126.32150062619054,80
678,37.719502014054044,126.57446897027026,16
679,35.597332425,126.27230323333332,124
680,34.60390170625,127.50558898125,100
681,36.07799581068183,128.12798845227272,139
682,37.93563265470589,127.4990511823529,14
683,35.65764415512195,129.3681621804878,140
684,36.393101087812504,126.36382528749998,126
685,35.36225442809524,126.85437687142857,170
686,36.04279459566666,127.56155607666669,96
687,35.59507181130436,127.3948492543478,123
688,35.23418408466667,128.70449029111114,141
689,35.85248069241379,128.42689964137932,72
690,37.34136615785713,126.68886685714287,92
691,35.41099771076922,127.8695664692308,116
692,35.747289227352944,127.96048153235294,152
693,35.888416176296296,128.89604124074074,172
694,35.15924137928571,127.01591138928572,85
695,37.71527307565218,126.21766612608698,16
696,35.21857028333333,129.08672788461539,149
697,37.01636561393939,128.1733109939394,107
698,35.425637378333334,126.68754952666669,156
699,34.669848526415095,126.32306215849056,1
700,35.12840695590909,127.86721317272728,138
701,36.494157567727264,127.49207226818181,180
702,37.01937216170212,127.30179417446807,197
703,37.53040267909091,126.7370953636364,182
704,37.48032217634921,126.71643048095241,182
705,34.95112420814815,128.0753969740741,97
706,35.159453596333336,127.69639444666667,55
707,35.365175126874995,127.13572685000003,161
